section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_mygarage
Volkswagen,Official: Golf MK.VI,post-387780,"Jun 5, 2009",declind,"My wife and I are picking up our new GTD in mid JULY when we arrive on  our annual visit to the in laws in Spain where we will store it for annual summer use. We are tired of the annual european rentals costs. They are bandits!!,We will post our impressions after a few weeks of tourist touring. Here are the spec's.,4 door Golf VI GTD 170HP with manual 6 speed,Colour Candy white,Sport & Sport(18"" Vancouver wheels with Sport Susp.),Radio 510 (no nav, I have a good portable Garmin),Sunroof,After several modern diesel rentals in the past few years, we decided that it was the way to go in these times.  We are looking forward to the 1000 km range. If it had not been for the much lower pollution emissions and the licensing and insurance premiums for a GTI , we would have gone GTI. I know it will not match the 0-60 of the GTI but I don't do stop light Gran Prix's any more.,Depending on our impression, we may trade in the old Volvo  upon our return. Here in CANADA  we would probably opt for small AWD of yet to be determined model.,Yes , we are excited!!!!",#228,,"Montreal,  worst roads in NA!!!",NA,NA,1,2,
Volkswagen,New 2007 Golf Mk4.5 (South American) Update 2,post-172944,"Apr 4, 2007",crypta,"People,,I'm from Brazil and I'll update you guys with more information about the MK4.5 Golf of Brazil.,Here is a little part of the launch event for this car:,YouTube - Golf,The version showed is the Sportline. Here is the list of the version that will be launched:,Golf Plus 1.6 Flex/2.0,Golf Sportline 1.6 Flex,Golf Comfortline 2.0,Golf GTI 1.8T 20V 193hp,More official pictures of the car:,[image no longer available],[image no longer available],[image no longer available],When I get more pictures I'll post here for u guys..,Best regards..",#39,,NA,NA,NA,1,0,
Volkswagen,Oettinger VW Golf GTI.,post-283804,"Mar 7, 2008",ALVS,guys I cant see the pics that you attached earlier where can i view it?,#7,,NA,NA,NA,1,0,
Volkswagen,Looking for R36 Package,post-314043,"Jul 7, 2008",MysteryOfLight,"Hay everyone,,My name is Wesam and I'm from Saudi Arabia.,I recently bought a 2007 Passat V6 4Motion.  The V6 model coming in Saudi Arabia has a 3.2 Liter engine, not 3.6 Liter.,Can I install the R36 Exterior kit on my Passat?,Your help is highly appreciated guys...,Thanks,,Wesam",#1,,NA,NA,NA,3,1,
Volkswagen,My first car,post-278767,"Feb 20, 2008",SentientabysS,"Im looking to get a used VW.Preferably a Phaeton or Passat,but since Phaetons are extremely overpriced for my budget,it most likely will be a used passat or Jetta.I may go to an auction or a car dealership.What are the things i should check for when looking at the car?Is the Passsat,Phaeton and Jetta a good first time car?How much is the maintenance to keep these cars in good shape?",#1,,NA,NA,NA,4,0,
Volkswagen,Help needed - auto trans problem,post-325161,"Aug 24, 2008",Coreyneedshelp2,,#1,,NA,NA,NA,1,0,
Volkswagen,Phaeton MODEL YEAR 2009,post-341431,"Oct 29, 2008",Vandalism,"Oh man, from what I heard about the area and method of the Phaeton's production in germany, I respect the chairman of VW and his makers.",#8,,NA,NA,NA,1,0,
Volkswagen,So What is your Dream VW ?,post-342222,"Nov 1, 2008",GasInMyVeins,"I'm gonna go old school and say a black and white T2 Bus with a Porsche 930 engine. Of the new: an R32, in black.",#13,,The Sunny Beaches of Florida,NA,NA,119,75,"1973 VW MicroBus.,2000 Toyota Celica GT,1983 Subaru GL-10 hatchback-electrical death"
Volkswagen,New Golf Plus Mark VI revealed in Bologna,post-361295,"Jan 23, 2009",d4rckly,for me this model is beautiful,#11,,NA,NA,NA,17,18,
Volkswagen,Geneva 2009: Touran TSI Ecofuel,post-370937,"Mar 15, 2009",ultraviolet,when it will be put in sale? with which price?,#2,,NA,NA,NA,1,0,
Volkswagen,Volkswagen Confirms New Midsize Sedan To Replace Passat In U.S.,post-416573,"Oct 7, 2009",johnrees,Jacoby and VW should be working on their customer service first. View my VW experience at:,#3,,NA,NA,NA,1,0,
Volkswagen,Oh my *** cc,post-399674,"Jul 31, 2009",Jelke,Wow! Suddenly the Passat became cool,#26,,Norway,NA,NA,9,4,BMW coupe
Volkswagen,DSG Problems,post-469552,"Jul 2, 2010",banjaluka,"Hi new to the forum..,I have a skoda octavia with a dsg transmission,but its the same as the golf or jetta...,anyway i bought the car about a month ago and im having problems where the gearbox slips sometimes...,diagnostic shows transmission speed sensor but i had it checked and that is not causing the problem. I have also changed the dsg oil and the filter.,Basically what would happen is that when the gears are about to change, the car shakes somewhat and the revs shoot up with no gear change for a few seconds...,I really dont know what the issue is and have had 3 mechanics looking at it now...,Any ideas ?,thank you",#1,,NA,NA,NA,2,0,
Volkswagen,VW POLO OPEN AIR. Problems with the roof.,post-534233,"Sep 6, 2011",vebsan,"Hi!,I'm a Norwegian boy, that bought a wonderful car, but have one problem. Water entering through the roof, that sort of cab roof. Lately, it has rain a lot and that is not good for my car, unfortunately. I have taken on a boat impregnation, on the roof. It is an impregnation for boat canopy. But, there is still water coming through.,I wonder if anyone here on the forum, have had the same problem as me? If anyone has, please, I need some advice or tips on what I can do about it? Is there anything I can put on the roof, some glue, some kind of  foil?,I appreciate the help I can get! I get so sad every time I need to use the car when it rains, and I know it gets wet.",#1,,NA,NA,NA,1,0,
Volkswagen,Volkswagen Beetle Fender Edition cleared for production,post-588130,"Jul 19, 2012",turboman,Sweet! Like it very much.,#3,,NA,Male,NA,4,2,
Volkswagen,New Golf GTI mk7,post-619482,"Jan 23, 2013",Rman,I believe the BiTdi version will not be release on the GTD but rather on an diesel variant of the R.,#21,post: 598838,NA,Male,NA,1,0,
Volkswagen,2007 Passat 2.0T Wolfsburg edition??,post-646161,"Jun 24, 2013",klong,klong submitted a new showcase item:,#1,,NA,Male,NA,3,0,
Volkswagen,Volkswagen car?,post-664692,"Oct 16, 2013",Galaxial,What differences are there between Volkswagen polo 2003 and 2002? I'm buying 2003 from a dealer but somehow it feels like they're lying about the model of the car... It looks more like 2002 to me! But I'm not sure either... How could I tell if they're lying or not? Can you find me pictures of the two or is there another way of telling? Please help me out! I don't want to be cheated!,#1,,NA,NA,NA,3,0,
Volkswagen,Yaril's 1967 Type 3 BRTV ep. 3,post-655937,"Aug 22, 2013",braggenrites,"Hey everyone. Just stopping by to share my latest episode for my web show. I think you'll appreciate it. We featured Yaril Quitana and his gem of a Type 3. If you haven't seen his car before, you have got to check it out. Anyway, enjoy and tell me what you think.,[video]",#1,,NA,Male,NA,2,2,
Volkswagen,1999 VW New Beetle GLS 2.0 wont start!,post-697056,"May 22, 2014",Blue Bug,"1999 VW New Beetle GLS 2.0 wont start. Can anybody help solve this VW Beetle problems, without bankruptcy!",#1,,"Memphis, TN",NA,NA,2,0,
Volkswagen,"2014 Passat generation (Sedan, Variant, Coupe)",post-656123,"Aug 23, 2013",drojdieeee,the new Touareg is a Passat with drojdie (eating to much drojdie) thanks,#38,,NA,Male,NA,1,0,
Volkswagen,VW Dealers Dumping Defective cars on customers,post-754905,"Jul 8, 2015",KenB,"Volkswagen in it race to be the number one car dealer in the World has inadvertently manufactured a very large percent of its cars with a suspension defect that they refuse to fix. The rate of defect is so high that Volkswagen has determined the defective cars are too expensive to fix, rather they have decided to dump these cars with defective suspensions on unsuspecting customers who make the mistake of walking into a Volkswagen Dealership.,In fact, our understanding is that these defective cars have a mark down incentive to the dealers, encouraging dealers to dump them on unaware customers. Volkswagen hopes the duped customers won't notice the defect, or if they do then they will refuse to fix the defective cars. The trade-off for Volkswagen of pissing off a few customers and/or fighting a few lawsuits is much less then the cost of having to fix all their defective cars.,They can do this because the suspension defect is not a safety Hazard, and as a result the government will not get involved.,I, the author of this post, am a victim. You can read my story at:,/.,Ken Boulange,P.S. Don't kid yourself, they will dump one on you given the chance. They dump these cars on anyone they can, this was my second VW, and they screwed me even though I was a loyal customer.",#1,,Discovery Bay,Male,NA,3,3,
Volkswagen,First drive Golf GTI mk7,post-682251,"Feb 13, 2014",Laptime2014,"When this car comes to North America in the fall, I will be taking one for a test drive. Maybe it will finally temp me out of my MK V.  The MK VI was not much of an improvement on the MK V in my opinion. I agree 100% about it being the most well rounded car. We have a 335I Bimmer and just sold my SRT8 Challenger. I always found myself picking the VW whenever we would do a last minute road trip somewhere or just to go for a cruise. My other cars have their perks, but for me, the GTI brings the biggest smile behind the wheel and that's why it still has a spot in our garage.",#73,,Western Canada,Male,Auto Salvage Inspector,9,2,
Volkswagen,CC question,post-809859,"Oct 8, 2016",Fred Abernathy,"Hey everybody! I'm a new member here- excited to join the VW family soon.,I am in love with the CC and think it is one of the most elegant and stylish cars out there.,I found a 2010 with 80,000 miles on it for sale at a very good price and I am trying to figure out a couple of things - specifically:,- where does the car fall in the overall longevity of CCs? In other words does the car still have a lot of life in it?,- Are the CCs known for running into huge problems at that kind of mileage?,- would it be wiser to go for a 60k CC or am I actually better off with an 80k since it might have had work done on it (water pump, timing belt) typical for an 80k car?,- overall do you think this is a wise purchase? Some cars- like Minis for example- are known for disintegrating at the 80-100k mark and as someone unfamiliar with VW and specifically the CC, I am curious to know if there is something I should know.,I really do love this car and it seems like a hidden gem in the pantheon- up there with Mercedes and Audi, but more fun!,Thank you so much-,Fred",#1,,"Los Angeles, California, US",Male,NA,1,0,
Volkswagen,Volkswagen Passat B8 BiTDI full equipment and top speed,post-821226,"Jan 11, 2017",DodoGT2010,and this is top speed,#1,,Slovak Republic,NA,NA,1,1,
Volkswagen,Volkswagen Polo MK6 spotted undisguised.,post-829725,"Mar 18, 2017",dadoom,"Ahh, little bit dissapointed. I think i will not go for that one...its pretty much the same as current one i own with Golf styled headlights.",#7,,Croatia,Male,NA,6,12,
Volkswagen,Volkswagen Scirocco Official Thread,post-287360,"Mar 21, 2008",Mothy,"Sorry folks, but this new Scirocco just isn't a reflection on the original (I had a 1.8 GT Scala 1988). The original had real street presence and it's own style. The new model is just a Golf which has been remodelled.,Come on VW, be brave and embrace a ""real"" version of your past glory!",#133,,NA,NA,NA,11,14,
Volkswagen,2017 VW Scirocco Rendered,post-731658,"Jan 27, 2015",mr gee,Kia?,#3,,NA,NA,NA,1,0,
Volkswagen,The 2012 Passat TDI as a company car,post-922170,"Feb 19, 2019",brad hays,"I have a job where I drive to a lot of locations around the state and need a new car. For me a typical day is about 4 hours of city driving and 5 hours of highway. A friend suggested the '12 TDI for sale at the local dealership. 80k miles and they're asking 10.4. Black leather, looks good, sounds fair. Although I've done most of my own auto work over the last 20 years diesel engines are something I don't have a lot of experience with. So here's what I'm wondering.,1 - Generally, how well would this TDI stand up to being a much used company car?,2 - How much trouble would it be for a decent amateur mechanic to take care of one of these?,3 - I've seen it described as dependable, but not so much as the Accord. How well is this car built to last?,4 - At what mileage will this car begin to get expensive to own?,5 - Historically, which has given the lowest cost per mile, diesel or gas?,Thanks for the help",#1,,NA,NA,NA,2,0,
Volkswagen,Golf5 or Golf6?,post-925906,"Mar 22, 2019",urke,"Hi!,First of all, let me start by saying that i am a complete amateur when it comes to cars, and thats one of the reasons why i joined this forum .,Which led me to the question..,Golf 5 or Golf 6?,Im deciding which one to buy, im leaning towards Golf6 at the moment, ( did some research and 6 is better ... but still )  but i would like some advice before i make a final decision. So any tip and advice would be very welcome,Thanks for the help in advance!",#1,,NA,NA,NA,6,1,
Volkswagen,IV JETTA VR6 12V O1M TRANS PROBLEM,post-928955,"Apr 17, 2019",Derek,The trans was slipping in first and second fluid was low and dirty so I replaced filter torque converter seal and drained all I could put it back together and at first it was worse but within an hour it is starting to get better. Any idea what it is would be greatly appreciated,#1,,NA,NA,NA,1,0,
Audi,Audi: What's Next?,post-1236774,"May 18, 2023",Fastpaddy,"Even the RS3 had its day. Old platform, old tech, outgunned by BMW and Mercedes at their own game.,Yes audi was sexy and now they are the 2010 german toyota. Boring brand for librarians",#484,post: 1210690,NA,NA,NA,12,13,
Audi,2022 Audi A4 (B10),post-1228021,"Apr 25, 2023",whit717,"I agree with you re: the look of the new A5 Avant, and feel it will definitely be an improvement.  I've wanted an A4 Allroad for about 3 years now but have been waiting a year and a half for the new version to be released.  Frankly, I'm getting a little nervous that maybe the A5 Allroad won't make it to the US after all.  Has anyone at Audi or AudiUSA officially confirmed that A5 will be released here in either Avant or Allroad form?",#153,post: 1227495,"CAMDEN. Arkansas, USA",NA,NA,3,1,
Volkswagen,Volkswagen Nivus?,post-979341,"Jun 10, 2020",Junior92,"This car was presented in Brazil on the last 28th. Here (Brazil) it'll be sold between Polo (car it's based) and T-Cross (which has the largest wheelbase - 2.65m).,It will be sold in other countries.",#2,,NA,Male,NA,1,1,
Car topics,VW Is Said to Cheat on Diesel Emissions; U.S. Orders Big Recall,post-763945,"Sep 23, 2015",GermanCarFan,"What I'd like to know is whether the cars produced the advertised power and torque when tested and then produced more than that on the road, because I drove a Golf 7 with 1.6 TDI and it felt like more than 105 hp compared to other VW cars with similar power ratings.",#130,,NA,NA,NA,48,25,
Volkswagen,Passat B6 2.0TDI Trans Oil Change+Other questions.,post-1002550,"Nov 25, 2020",sebba2,"Hi guys.,So I bought my Passat B6 two weeks ago and ive spent loads of time on highly needed cleaning and tidying it up and did an oil and filter service before a longer trip last weekend.,The Passat has got 190.000KMs on it at the moment and I havent checked or replaced the gearbox oil on it yet. Dunno what the service intervals on these gearboxes are, but im quite sure the DSG gearboxes are 60.000kms and ive believe the manual gearbox oil that comes from the factory isnt really to be serviced ever, at least as far as I can see in the service documentation on the veichle, its never been done. (All services until i bought it were done at the local VW workshop by the previous owner. Since the car is 13 years old, I do not see the point in spending a ton of money to keep servicing it at the unserious local VW workshop so im doing it myself),Technincal info:,2.0TDI 140HP 2007 Wagon, PD/engine code is BKP.,I would love some feedback from you guys... :,1: Exactly how much gear oil do I need to do the oil change? I know there is a filler plug that the oil is supposed to be filled up to, but I cant find out how much I actually need.,2: Does the gearbox have a filter? I know the DSGs do have filters but im 98% sure the manual one doesnt. (yes im new to old VW`s.,3: Can someone confirm that this engine has the dual-mass flywheel? Im also 98% sure that it does have one.. Lol.,4: The clutch feels fine, but when the engine is really cold/right after cold starting it in -5C, the clutch makes a slight (not loud) ""grindy"" noise when I drop the clutch half the way down. When its all the way in or out, there is no noise. After idling/heating up a little there is no noise either. Its not loud at all, it just worried me a little. Should I be worried? Ive worked tons on motorcycles and some clutch noise at cold engine seems to be normalised, but since this is a car and it (most likely) have a dual mass flywheel and lots of issues with these, it worried me a little.,5: As ive understood, when the flywheel goes bad, it ""comes apart"" internally, resulting in a horrible noise and the fear that its going to blow up any time. Is that correct? I could believe this is caused by people driving the cars wrongly by shifting too early and putting too much load on the flywheel over time when going up hills etc in 3. gear with the engine speed is just over idle speed. So to effectively avoid this is simply not to run the car on too low rpms+high loads over time? Right?,I love this car, but ive heard loads of horror stories with steering collumn locks going bad, EPB going bad/refusing to release the EPB and other electrical issues.. Other problems with these cars are rust. Mine has got a little rust attack over the rear right wheel arch, so im gonna have that sorted soon. Mainly I really wanted a skoda octavia with the same engine but less possible issues including no EPB and the ""normal"" key, not the ""chip"" that the passat has, but when I found this passat for half my budget, I had to get it lol. My next car might be a Skoda tho...",#1,,NA,NA,NA,1,0,
Volkswagen,Volkswagen Golf VII,post-604890,"Oct 24, 2012",BlackbirdCaD,"Apparently Dynaudio stereo wont be available for Golf 7, instead everyone will be stuck with the standard 2x20W or 4x20W (Masters edition) stereo which sucks. What the heck?",#140,,NA,Male,NA,2,0,
Volkswagen,Volkswagen Polo 1.4 problem,post-1036707,"Aug 18, 2021",vwpolo97,"Please help me with my car. I know nothing about fixing them so any help is welcomed. Volkswagen Polo Classic 1.4 1997. Shuts off on a rainy day. I can drive for a while but suddenly it kicks a few times and that’s when I know it is going to stall. Revs go to 0 and steering becomes very stiff. Idle is very inconsistent and usually when i keep it running idle it will also shut off too. Sometimes it doesnt even start at all. Works like a dream on a dry or sunny day but as the road gets wet, the problems occure. The problem gets away when i wait like 15-30 minutes. Then i can somehow drive the car but it doesnt take long until this happens again. Also the engine gets really hot and you can feel that when you touch the hood when it’s closed. Could probably cook some eggs on it. I’m worried since autumn and its rainy days are here soon and i don’t even want to think about winter and snow.",#1,,NA,NA,NA,1,0,
Volkswagen,The VW I.D. Space Vizzion Concept,post-1035773,"Aug 10, 2021",Megaoctane,Any news on when this model or the sedan version are coming to market?,#19,,NA,NA,NA,5,6,
Volkswagen,The VW I.D. Space Vizzion Concept,post-1036416,"Aug 14, 2021",Taycan83,looks awesome! They will dominate EV soon,#20,,NA,NA,NA,8,1,
Volkswagen,"Polo 1.4L Inline 4 Mk3, 2000 year - Wire hanging from underneath the car",post-1046855,"Nov 14, 2021",Mislav,"Hello guys. I,'m new around here and I've joined to seek for help and advice about recent problem involving my Polo 1.4L Inline 4 Mk3, 2000 year. I've came to parking lot one day in the morning after leaving car in perfectly good condition evening before. I sit in the car, gave car a contact (waited aprox. 3-5 sec before starting the car), followed with turning the keys and starting the engine. Right away I've heared a sound from from exhaust pipe 10x louder then it normaly sounds. I looked undernearth the car and found a wire hanging on the road which looks like someone cut it and left it hanging. Now I am no car expert and I am not sure if something was cutted and stolen from undernearth the car or not. So now I found myself here on GCF asking for advice from your community.,I would really appriciate any suggestions or advice you guys might have.,Thanks in advance.,King regards,,Mislav Červar",#1,,NA,NA,NA,3,0,
Volkswagen,Volkswagen ID.3,post-1013751,"Mar 3, 2021",Bencom12,"Tôi đang chờ đợi điều này mới phiên bản,edit: Which translates to...,I am waiting for this new version",#161,,NA,NA,NA,2,0,
Volkswagen,Van drivers may I have your attention :D,post-1051299,"Dec 22, 2021",vanitor,"Sorry for the personal stuff, but yesterday happened some sh*t with my car,I bought my van almost new, and now I have to change the EGR valve of my VW T6 after 32.000 miles.,Does anyone here who also drives a van had similar problems with the EGR?,Or is it just a VW thing :/,This is my first van, but I think it's a pretty great car and I want to keep driving it for a long time. Besides, I need it for work,It would be really nice if someone could tell me, if I have to expect such problems regularly",#1,,NA,NA,NA,4,2,
Volkswagen,Polo 6R 1.6 TDI Vibrations,post-1069912,"May 31, 2022",Cordyandrey,"Howdy! I bought a Polo 6R 2010 1.6 TDI 105hp and my engine was shaking slightly. To be honest, it sounds more like an interrupting sound. This sound appears at any time, whether cold or hot. It's weird that when the headlights or the AC start, this engine failure disappears. I mention that the engine speed is not stable when the sound appears.",#1,,Romania,NA,NA,2,0,
Volkswagen,Help choosing a car?,post-1079147,"Aug 3, 2022",AwfulFange,"Hi all. I have always been a car guy. My car is basically an extension of myself. I currently drive a Ram 1500 but gas is too expensive right now. I love the truck but hate the gas. So, I see three possible options:,The way I see it, the Alfa Romeo appeals to my ""car guy"" self and the VW appeals to my sensible side. Both options get far better mpg than my truck.,It's a very tough decision right now because I would probably keep the Alfa for many years to come, though maintenance will be expensive and the loan period would be 6 years. As for the VW Passat, I can have a 3.5 year loan and potentially buy a second car or put more into updating my house when paid off.,Any thoughts on this situation? Basically, should I keep what I have, buy the sporty car of my dreams, or buy the sensible daily driver?,Thanks!",#1,,"Dubuque, Iowa, United States",NA,NA,1,0,
Volkswagen,Golf 7 1.2 TSI 110hp easy cheap performance mods?,post-1081952,"Aug 10, 2022",SyrC4,"Hey everyone,,I have the car mentioned in the title and I need answers, and suggestions, not ""sell it and get an older GTI"" cos it has sentimental value and I wanna make it a bit more fun to drive.,A bit more sound would be nice but I can't find any aftermarket intakes and exhausts are complicated to get here in Germany since the TUV is strict... Ive got nice thick 205mm tires all round but that's kinda it, I would like to know what are some mods worth the money for the Golf since everyone on YT and other medias only cover the GTI or R models... I have many questions since I recently received the car as promised and I wanna make it mine without ruining it ofc. Are the stock wheels heavy? is it worth getting lighter ones? are front splitters worth it? sorta kinda MCM style, mostly simple bolt ons and a tune in the end since Ive seen this engine make 140hp with just a tune.,Anything is welcome.,Thanks a lot,e.",#1,,Bornum am Elm,NA,NA,4,0,
Volkswagen,Is Volkswagen Golf VIII (MQB Evo platform ) /Seat Leon 2020 worth it compared to Skoda Scala?,post-1166891,"Sep 21, 2022",seprac,"I am from Germany and planning to buy a used car and practically torn down between buying two models. One is the Golf 8 eTSI 110kW DSG and Scala 110kW TSI DSG. Featurewise both have pretty much what I had in mind (Things like ACC, blindspot detector, parking sensors, camera, roadsign detection and a digital cockpit),A) The Golf 8 costs around €27000 (1€=1$) (one year old vehicle with around 20000Kms),Advantages: Based on the recently developed MQB Evo model, an additional center airbag between the front passengers, advanced visualization of assistance features on the instrument cluster, mild hybrid (not sure how great/useful it is to have),Disadvantages: The cost,B) The Skoda Scala costs around €24000 (one year old vehicle with around 20000Kms),Advantages: The cost, slightly bigger boot size,Disadvantages: Based on the MQB A0 (same as Volkswagen Polo), missing center airbag.,I don't mind spending €27000 but would like to do so only if it is worth it compared to the Scala. What is your opinion between the two models considering the driving experience, features and so on. Also please let me know if you know of some other related model suggestions. Thanks a lot",#1,,NA,NA,NA,1,0,
Volkswagen,2013 Touran seats on 2005 Touran?,post-1211821,"Mar 10, 2023",hhoria,"Hi everyone,,I own a 2005 1.9 TDI 77kw Touran and recently found locally, a 2013 that's up for scrap and has some quite nice leather seats.,Would they fit out of the box ? Both cars are 7 seats,Thanks",#1,,NA,NA,NA,1,0,
Volkswagen,Octavia vs Golf V 4x4,post-1208371,"Feb 28, 2023",DanielTaran,"Hello, I’m Daniel and i wanna buy a Skoda Octavia II AWD. It has the 1.9 TDI and 230000 km.,The price is 3500 euros.,I know nothing about AWD cars and their maintenance. Could you guys help with? I wanna know how expensive is to maintain the 4x4 car compared to a normal Octavia. Which engine should I get? 1.9 TDI? 2.0 TDI or bigger?,I’m also thinking about a Golf V 2.0 TDI or 2.0 FSI 4motion. What do you think about these cars? I wanted a TSI with 122 or 140 hp but I read that they’re kinda problematic",#1,,NA,NA,NA,2,0,
Volkswagen,Restored Gear Knob - alcantara,post-1203183,"Feb 8, 2023",PKFabrication,"Join the journey of restoring a gear knob!,This video showcases the process of transforming a worn-out piece into a brand new one, perfect for any car enthusiast.,Get an inside look at this project, as we bring new life to this essential component.,Watch as we carefully strip and rebuild the gear knob using premium materials, including luxurious Alcantara.,With step-by-step, this video is a must-see for anyone interested in automotive restoration.,So, buckle up and let's get started!,#Cars #Engineering #Restoring #Renovation #DIY #HowTo,#Cars #Automotive #Vehicle #CarBuild #CarLife #CarParts #CarAccessories #CarLifestyle #CustomCars #CarCommunity,#CarEnthusiast #CarReview #CarVlog #CarModification #SuperCars #Construction #HomeImprovement #DIYProjects,#Architecture #Engineering #Restoring #Restore #Renovation #Upcycling #Reuse #Repurpose #Fixing #Repair,#Maintenance #FixIt #ProblemSolving #Handyman #Repairing #DIY #HowTo #AutoRepair #Renew #DIY #DoItYourself,#Crafts #DIYCrafts #handmade #VW #Volkswagen #Audi #Seat #Skoda #Porsche #MercedesBenz #BMW #Toyota #Ford,#Passat #Golf #Jetta #Octavia #A3 #A4 #A5 #A6 #TT #Leon #Fabia #Superb #Arteon #Tiguan #VWPassat #VWGolf,#VWAudi #AudiA3 #AudiA4 #AudiA5 #AudiA6 #AudiTT #SeatLeon #SeatFabia #SkodaOctavia #SkodaSuperb #VWArteon #VWTiguan",#1,,NA,NA,NA,1,0,
Volkswagen,Passat b7 2100rpm voice,post-1233189,"May 9, 2023",passatb74M,"Hello. I have one problem with my passat b7 2.0tdi 2012 103kw 4Motion. when I accelerate I hear a rattling sound(metal) only in 2100 rpm and 2800 rpm and only when accelerating. The sound can be heard near the engine, If i have open right window it hear more. Thank you.,Video:",#1,,NA,NA,NA,1,0,
Porsche,MY22 Porsche Cayenne Turbo GT,post-1030334,"Jul 1, 2021",Porsche Newsroom,"New sporting hero from Porsche: the Cayenne Turbo GT,Porsche rounds off the Cayenne model range with a sporting hero: consistently set up for maximum performance and handling, the new Cayenne Turbo GT combines outstanding driving dynamics with a high degree of everyday usability.",#10,,NA,NA,NA,196,22,
Volkswagen,2022 VW Golf R Debuts With 315 HP,post-1054027,"Jan 21, 2022",Richard Willeford,Maybe we finally have a car that can beat the Honda Civic Type R... finally,#31,,NA,NA,NA,1,0,
Car topics,VW Is Said to Cheat on Diesel Emissions; U.S. Orders Big Recall,post-764300,"Sep 25, 2015",qwerty235,,#262,,NA,Male,NA,19,70,
Porsche,Porsche 928 Picture Thread,post-772608,"Dec 6, 2015",Rren,What size and name of wheel are they? Are they original Porsche rims?,#19,,Australia,Male,NA,1,0,
Porsche,Porsche 911 GT3/RS (991) Picture Thread,post-746780,"May 15, 2015",drknauf,".,click pic to enlarge.,.",#3,,NA,NA,NA,252,533,
Porsche,There is 1 Porsche 918 in Sweden,post-703531,"Jul 9, 2014",pelle75,And its owned by Swedens famous soccer player Zlatan,#1,,NA,Male,NA,1,0,
Porsche,Porsche 991 911 Carrera 4 & 4S,post-595625,"Aug 29, 2012",smith23,"Hi guys,,fantastic news about 991 4s.Very nice car.,Anybody know for sure about launch and delivery of 991 turbo in Germany?,I am considering 991 4s manual, 997 turbo manual (I am afraid new car are not old school) and 991 turbo.,Thanks in advance.",#46,,NA,NA,NA,1,0,
Porsche,Sport Auto - Porsche Cayman S PDK (FIRST TEST),post-639964,"May 20, 2013",mmmpassion,"The 1.10,65 with the Carrera 911 PDK were driven by Horst von Sauma. Later tests show 1.12.xx. In my opinion, Porsche carefully prepares the (first) press cars for max. results. So the driver is not the cause for the differenr results in my opinion.,The newest test of the Cayman s shows a lignup witihin factory standard whereas prepared press cars show often car geometry outside factory standard.,At least the 1.10,65 of the Carrera S were driven with a pre-series-version of the 991 (incl. tires with showed horribel wet results but semi-slick like dry grip).",#28,,NA,NA,NA,1,0,
Porsche,Marriage blue,post-545598,"Nov 17, 2011",smoriw,,#1,,NA,NA,NA,1,0,
Audi,The new Audi A8,post-1045599,"Nov 3, 2021",grdlow,As interesting as a bar of soap,#864,,NA,NA,NA,3,1,
Porsche,Porsche rules out diesel engines,post-501776,"Feb 15, 2011",skyline1241,Thanks you for the post.,#2,,NA,NA,NA,1,0,
Porsche,Question about PDCC and PASM,post-470993,"Jul 13, 2010",tassypoo,"Hi,,I am new to the Porsche Cayenne.  I am looking at the Porsche Cayenne Sport.  Should I add the PDCC and/or PASM option?,Thanks!",#1,,NA,NA,NA,3,0,
Porsche,Annoying noise in the brake pedal,post-472097,"Jul 19, 2010",Paolo,"Guys,,I'm a fresh enough owner of a 2008 model type Cayenne 3.6 Tiptronic and I'm experiencing a quite annoying noise when I release the brake pedal. It hit its stop with a certain violence and the noise is quite high... also because of the play in its structure.,Of course I owned tenths of cars so far and I usually rent many cars per year, when traveling abroad ...but I never experienced something like that at all...,You can also shake the pedal by hand and you have no doubt it's pretty noisy.,I bought the car at an official Dealer with a full warranty... but they say the noise is ""standard""! I can't honestly believe it...,Does anybody know something about it and can help me?,Porsche, where are you?,Thank you.",#1,,NA,NA,Publisher,2,0,Cayenne 3.6
Porsche,9ff Porsche GT850 - acceleration up to 381km/h (370GPS),post-475557,"Aug 15, 2010",bavarianmax,"Hi,,would like to introduce you to a rather powerful car, the 9ff GTurbo850.,For almost 1 year I´m testing the car with the Racelogic Performance Box.,Some numbers:,100-200km/h in 4,72sek (62-124mph),200-300km/h in 8,5sek (124-186mph),300-360km/h in 13 sek (186-224mph),All Numbers are GPS.,The car is easy to drive and offers Super-Performance to the driver.,To give you an impression of the enormous acceleration I give you a link:,So far,Max",#1,,NA,NA,NA,5,15,
Audi,The new Audi A8,post-1186355,"Nov 24, 2022",burhan ahmad,yeah you are right the exterior is not quit impressive,#956,post: 844130,NA,NA,NA,2,0,
Porsche,Porsche 997 GT2 RS - leaked,post-460845,"May 8, 2010",Gravity,"Very Excited about this 911. Although the 0-60 Time seems a bit slow,Considering in the 997.2 Turbo PDK People have gotten 0-60 Times in about 3.0 Seconds flat Using GPS Measurements lol.,On the Other Hand I cant wait to watch the Nordschleife Lap",#37,,United States of America,NA,NA,2,0,
Porsche,***Porsche Museum (Part 1)***,post-291602,"Apr 9, 2008",Tul,Very nice!! I wish I have a chance to visit this place in the future. Thanks.,#9,,"Bangkok, Thailand",NA,NA,3,2,
