section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_birthday,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_car,user_about,user_member_type
Global,[2021] Maserati Granturismo,post-1036298,"Aug 14, 2021",MrRapp,Initially thought it was the new SL.,#74,,NA,NA,Male,NA,592,686,,,NA
Global,2022 Maserati Grecale,post-1038523,"Sep 5, 2021",advantage20,Just in case it turns out you've already damaged your Grecale rims or bumper,#14,,,France,Male,NA,"1,575","4,078",,,NA
Global,Maserati Ghibli GranLusso - Ghibli facelift,post-931566,"May 13, 2019",kras1,"The Ghibli is not as bad as you are trying to make it out to be. With the right options, the car easily stands out in a sea of the usual German suspects (BMW, Mercedes Audi). That’s this car’s saving grace and enough for some buyers to pull the trigger. After all, it’s a car, not an investment...",#45,,NA,NA,Male,NA,38,40,"'12 BMW 750i M Sport, '11 RR HSE , '02 MB CLK 430",,NA
Global,Maserati Ghibli GranLusso - Ghibli facelift,post-931508,"May 12, 2019",AndreB,People are buying this car just for the badge. The tech is very dated and poor mechanics too.,#42,,,"Fregate, La Digue, Seychelles",Male,NA,476,519,,,NA
Global,Maserati Levante Trofeo Packs A Ferrari-Made V8 With 590 HP,post-1014628,"Mar 9, 2021",J.E,,#33,,November 5,NA,Male,NA,"4,027","5,071",,"""Always predict the worst and you’ll be hailed as a prophet."" Tom Lehrer",NA
Global,2022 Maserati Grecale,post-1035655,"Aug 9, 2021",Uygar,It kinda reminds me of the Macan,#11,,February 20,Turkey,Male,NA,589,"1,726",M4 Competition / i7 M70 / RS6 Avant / G63 Brabus / RR Phantom,,NA
Global,Maserati Levante Trofeo Packs A Ferrari-Made V8 With 590 HP,post-902207,"Sep 11, 2018",Laurent T,"Looks good outside, but inside is not upper market enough despite all the leather.",#13,,,Paris,NA,Engineer,"2,220","3,160",,"Cars, photography, food,My blog on the McLaren 720S : http://mclaren720s.over-blog.com/",Premium Supporter
Global,From Spied to Official: Maserati MC20 Supercar,post-757886,"Aug 6, 2015",Heisenberg,"The Maserati Alfieri concept was one of the stars of the 2014 Geneva Motor Show, so we were thrilled when it showed up in company's five year plan a few months later.  That enthusiasm has led our artists to create a rendering of what the production model could look like when it is introduced in 2016 or 2017.,Considering that several executives have already said the production model will closely resemble the concept, it comes as little surprise that the rendering is instantly recognizable and only features a few modifications including restyled headlights, larger mirrors and more traditional door handles.,Maserati hasn't said much about the car lately but it is slated to be offered as a coupe and convertible.  The company's five year plan also revealed the Alfieri will be offered with rear- and all-wheel drive as well as a V6 engine that has outputs of 410 PS (301 kW), 450 PS (331 kW) and 520 PS (382 kW).,Maserati Alfieri rendered in production guise",#51,,,Earth,Male,NA,327,521,,"The distinction between past, present and future is only a stubbornly persistent illusion",NA
Global,From Spied to Official: Maserati MC20 Supercar,post-947809,"Sep 26, 2019",E90Pat,Nice,#73,,,"Tennessee, USA",Male,NA,3,0,,,NA
Global,2022 Maserati Grecale,post-1225687,"Apr 19, 2023",GCF,Official announcement:,#105,,NA,NA,NA,NA,"37,714","1,037",,GermanCarForum News,Staff member
Global,From Spied to Official: Maserati MC20 Supercar,post-687573,"Mar 24, 2014",Foxfire,"I don't think that's the case... according to reports it's based on a shortened GranTurismo platform (per Wikipedia:,). With a 24 cm shorter wheelbase and such short overhangs, it's almost certainly almost 30 cm shorter than GranTurismo, if not shorter. That's more than a whole class of car shorter. Which I don't mind at all, I just hope the GT chassis still is still modern enough to do this car justice.,EDIT: According to this source:,it is 4590mm long, vs. 4881mm for GranTurismo, or 291mm difference. That's more than the difference between Cayman & 911. Actually Alfieri concept is almost the exactly the same length as a 991 type 911",#37,,,Croatia,NA,NA,422,62,BMW X5 (E70),,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-687189,"Mar 21, 2014",Deckhook,The Germans build technically brilliant cars whilst the Italians build achingly beautiful ones.,#33,,NA,NA,NA,NA,"5,823","1,256",,Range Rover Sport HSE - The ultimate Sports Utility Vehicle,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-685838,"Mar 9, 2014",twistedlifestyle,"Definitely can't wait for this to go into production, hopefully.,Whether or not it's a GranTurismo Replacement, hopefully it has an updated interior, if so I'll definitely be putting my name down to order one.",#30,,NA,NA,Male,NA,128,184,,,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-962858,"Feb 15, 2020",Grosser,Looks like an Alfa Romeo 4C from front.,#134,,,Narnia,Male,NA,"1,853","2,333",,,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-684925,"Mar 3, 2014",Bronx13,"Wow, looks sweet. I think it's gonna be an f-type rival. Not the gt successor.,Can't wait for the next gen gt.",#21,,"Feb 13, 1988
										
											(Age: 35)",NA,Male,NA,99,50,,,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-982069,"Jul 2, 2020",StartYourEngines,"That's what Turbulent Jet Ignition does for you.,Anyway, please, PLEASE, for once can we have an at most 1350-1400 kg kerb modern supercar?,Thank you very much.",#215,post: 981972,NA,NA,Male,NA,315,734,,,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-988350,"Aug 15, 2020",Bridster,"The proportions seem good, the details seem a bit meh, but it's hard to say for sure having only the camo photos to judge.,As for the question of weight, I think those who are hoping for ~1450kg kerb weight are gonna be disappointed. I am very much in the ~1600kg camp. People underestimate how much increase in weight there is with increase in power. You need bigger radiators for the water, bigger radiators for the oil, bigger intercoolers if you have turbos, more heat insulation around the car, the drivetrain components need to thicker and heavier (mostly to do with torque, which this car is also gonna have loads of) - and because of all the extra weight you picked up, now other components on the car get heavier. The fixings, suspension, brakes, maybe the chassis even. The engine might only be a 3L V6, but at 220kg it's not the lightest engine ever and you are also using a heavy DCT. It has a carbon tub, sure, but that alone doesn't guarantee light weight - ie. Lamborghini Aventador.,I think there is some chance it could be around 1450kg, but for that to happen they would have to go balls to the wall with lighweighting and the car would have to be pretty small and fairly stripped. Considering the likely price point, though, and the fact it's likely gonna have many GT features and comforts, ~1600kg seems like the more realistic possibility.",#227,,NA,NA,NA,NA,943,"1,592",,,NA
Global,From Spied to Official: Maserati MC20 Supercar,post-999075,"Oct 28, 2020",Toldi911,,#420,,NA,NA,NA,NA,358,373,,www.youtube.com/user/DrGumoLunatic www.autobahnspeedhunter.com,NA
